brand,caption,post_date,y,sale_date,sale_discount,sitewide,likesCount,commentsCount,url,event
bush tucker blends,"Why Green Banana Starch? 🍌

It contains fibres that work like a prebiotic - they feed your microbiome (billions of tiny good bacteria which lives in your gut and controls much of your overall health) 🧠💩

When the fibres enter your digestive system they encourage production of digestive enzymes which nourish your good bacteria and in turn heals your gut. 

It also contains 5HTP which increases the production of Serotonin for sleep, mood, libido, energy, appetite, and anxiety 🙌 

Try our Banana Biotic today or buy any bundle and receive it for free! 💛",12-11-2024,0,,,0,20,0,https://www.instagram.com/p/DCSUwtXzVoq/,
bush tucker blends,"Sick of feeling bloated and sluggish? 👀 Your gut goes through a lot so it needs support from powerful whole foods to help it heal 💩🧠

Try our best-selling G’Day Gut blend today and start your journey to a healthy, happy gut ✨",10-11-2024,0,,,0,18,0,https://www.instagram.com/p/DCLw4F_sGxa/,
bush tucker blends,"“I stopped taking antibiotics to clear my skin and tried You Beauty instead - best decision ever! My skin is clearer, brighter and smoother.“ ✨",08-11-2024,0,,,0,16,0,https://www.instagram.com/p/DCGh3OKMAVy/,
bush tucker blends,"Smoothie season is in full swing!🌼 I’ve been loving this gut lovin’, immune boostin’ combo with @bushtuckerblend’s G’Day Gut. The native Australian ingredients and pre & probiotics in G’day gut are filled with goodness for your gut, immune support and digestion. I use similar fruits in my smoothie that are found in the blend, like pineapple, papaya & orange peel, so the flavours blend wonderfully together! 🍍 Not only does papaya taste delish, but it contains enzymes that aid in digestion. I love my smoothies with goat kefir as it contains valuable probiotics and it’s easy to digest as it’s fermented. 

Feel free to use my Bush Tucker Blends code that gives you a cheeky 10% off: NOURISHEDBYSOPH

Here is what I use: 
🍍 A teaspoon of G’Day Gut 
🍊 A few handfuls of frozen fruit: papaya, orange, mango & pineapple are the best! 
🌿 Handful of mint leaves
🍋 A squeeze of lemon or lime (lime zest is fabulous too!) 
🍯 Any extras like bee pollen
🥥 Coconut water
🥛 Optional: 1/4 cup goat kefir (or yogurt) & honey 

1. Place your fruit, mint, citrus, g’day gut and bee pollen in a blender. Top with coconut water and add in some ice cubes if you want it extra icy. 
2. Mix the kefir and honey well and pour it into your glass. 
3. Top the kefir with your smoothie (pretty flowers optional) and sip in the sunshine! 🌼",05-11-2024,1,05-11-2024,10%,0,-1,1,https://www.instagram.com/p/DB-nmHJynNJ/,
bush tucker blends,"Nature = medicine 🌳 which is why we’re so passionate about not only including it in your diet, but making it part of your lifestyle 🌱

However you choose to get out into nature, remember to breathe and be present to get all of its beautiful benefits 🙌",04-11-2024,0,,,0,65,3,https://www.instagram.com/p/DB9vsBjMVos/,
bush tucker blends,"Watermelon Sour collagen gummies 🍋🍉
made with @bushtuckerblends berry marine collagen and digestive support, these are the perfect and healthy snack to always have in your fridge 

🍉 3 tbsp you beauty 
🍉 1 tbsp g’day gut
🍉 1 cup freshly juiced watermelon 
🍉 1 freshly squeezed lemon 
🍉 1/4 cup grass fed plain gelatin 

1. blend the you beauty, g’day gut, watermelon and lemon juice 
2. bloom gelatin in a bowl with 1/2 cup water 
3. heat the watermelon mixture in a small saucepan on a low heat. when warm add in the gelatin mature and whisk until fully dissolved
4. pour the mixture in to silicone moulds or an ice cube tray and pop in the fridge until set (roughly 2 hours) 
5. store in an air tight container in the fridge - ENJOY! 

💜🍋🍉",01-11-2024,0,,,0,-1,6,https://www.instagram.com/p/DB2IpUNpndP/,
bush tucker blends,"Want to stock Bushtucker Blends? 👀 Our whole food blends are loved by 1000’s of customers and we’re looking to expand our impact through new wholesale accounts 🙌 

Drop us a message or email, we’d love to hear from you 💛",01-11-2024,1,01-11-2024,,0,20,0,https://www.instagram.com/p/DB0d5ObTGzK/,
bush tucker blends,"True health doesn’t have to be complicated ✨ Try these simple habits and watch your health & happiness significantly improve 🙌 

Would you add anything else to this? Let us know👇",30-10-2024,0,,,0,70,1,https://www.instagram.com/p/DBvNEcisTQ5/,
bush tucker blends,"WELLNESS WEEK 🌱 We are passionate about building our community of wellness enthusiasts, and offering everyone the opportunity to improve their health. With that, we are celebrating a week of wellness, making it more accessible for you to level up your supplement plan ✨ 

BUY 1 = 10% OFF
BUY 2 = 20% OFF
BUY 3+ = 30% OFF

Happy shopping ✨",27-10-2024,1,27-10-2024,,0,17,1,https://www.instagram.com/p/DBpQB10TitN/,Wellness Week
bush tucker blends,"Loving these two blends from @bushtuckerblends in the morning, mixed with pear or apple juice – the « g’day gut » for digestive and immune support, and « you beauty » for skin, hair, nails, and ligament health.

These blends are partly made with Australian native ingredients, which I love!

Get yours with 10% off using the code ‘AYANA10’ 🤎",27-10-2024,1,27-10-2024,10%,0,-1,0,https://www.instagram.com/p/DBo864sBuTj/,
bush tucker blends,"Find what makes you feel happy and healthy, and do more of that 🌱 

Take time this weekend to switch off and immerse yourself in nature…and why not take your supplements with you! 🙌",25-10-2024,0,,,0,18,0,https://www.instagram.com/p/DBj6fJuTjao/,
bush tucker blends,"FINALLY a protein powder that doesn’t make you bloated 🙌 

Our Natures Plant Protein is an organic, bio-fermented vegan protein with 23g of protein per serve 💜

• Great for muscle building & recovery
• Family friendly 
• Tastes great 
• Brain fuel using coconut MCT’s 
• Promotes muscle recovery & nervous system nourishment with ocean magnesium
• Stay fuller for longer with coconut MCT’s
• No bloating with digestive enzymes and bio-fermented proteins",24-10-2024,0,,,0,31,2,https://www.instagram.com/p/DBfxHL_sKxp/,
bush tucker blends,"“I have a very hard time sleeping and will toss and turn for hours. After using Sweet Dreams, even though it is early days, I am able to get to sleep quicker and when I do wake up, I can drift back to sleep as it helps take the edge off when I wake up, which is great because I am a very light sleeper.”

Shop Sweet Dreams through the link in our bio 😴💜",21-10-2024,0,,,0,12,1,https://www.instagram.com/p/DBZgDXWMxGw/,
bush tucker blends,"4 months post c section and feeling strong thanks to @bushtuckerblends. Obviously I have every flavour. 

Giving me the energy I need to fuel 2 bodies, raise 2 babies and go back to full time work so you should get some. 
Link in bio for your sweet di$counts 

#postpartumbody ad #guthealthmatters",19-10-2024,0,,,0,656,8,https://www.instagram.com/p/DBSRSqBB8AP/,
bush tucker blends,"Improving your gut health can look like this 😍 Nourishing, whole food breakfasts packed with pre, pro & the all important probiotics from our G’Day Gut and Banana Biotic blends 🍌🌱

📷 @raisingofthesons",17-10-2024,0,,,0,79,13,https://www.instagram.com/p/DBN6hUxMpvZ/,
bush tucker blends,"Sick of feeling bloated? 🤯💨
Our G’Day Gut blend is packed with Australian Natives, natural digestive enzymes, prebiotics, probiotics, and a proprietary Australian made postbiotic formula. 

These ingredients work synergistically together to offset imbalances in the gut created by everyday stressors, sugar, antibiotic use, bacterial overgrowth, processed foods, alcohol and an unbalanced lifestyle by supporting diversity within your microbiome and nurturing a healthy gut 😊💩

It’s your key to a thriving gut and overall well-being 🙌",14-10-2024,0,,,0,23,2,https://www.instagram.com/p/DBHwHrdMCK_/,
bush tucker blends,"Research has found associations between nature exposure and improved cognitive function, brain activity, blood pressure, mental health, physical activity, and sleep 🌿

We believe that nature provides us with everything we need to achieve optimal health - physically, spiritually & mentally 💚",13-10-2024,0,,,0,551,1,https://www.instagram.com/p/DBDhkUFM3N7/,
bush tucker blends,"Forgetting to take your daily supps? 👀 Here’s 10 ways to effortlessly add them into your lifestyle 🙌 

Comment below how you take yours 👇",10-10-2024,0,,,0,15,1,https://www.instagram.com/p/DA9PUkRMAQH/,
bush tucker blends,"EAT YA GREENS 🥦🍏🌱 

1tsp / 3 capsules of our ‘Good On Ya Greens’ blend gives you a variety of 12 fruits and veggies to help boost your daily intakes of greens and antioxidants 🙌 

We guarantee you’ll feel satisfied with the benefits of our products after trying for 30 days, or your money back 💚",09-10-2024,0,,,0,13,1,https://www.instagram.com/p/DA5pHY1sotZ/,
bush tucker blends,"“Skin is clear, finally looking good. I stopped taking antibiotics to clear my skin and tried You Beauty instead - best decision ever! My skin is clearer, brighter and smoother.” ⭐️⭐️⭐️⭐️⭐️

Shop our You Beauty range through the link in our bio!",06-10-2024,0,,,0,14,0,https://www.instagram.com/p/DAy-elyMeR-/,
bush tucker blends,"Hello to 17,000 of you 🎉 We’re Adam & Mark, the founders of Bush Tucker Blends with shared passions of health, nature, Australia and its people 💛 

We aim to empower others by nourishing their bodies using our specially formulated supplement blends containing very rare, traditional, and potent Australian Native superfoods 🌱 After all, Australia’s Indigenous communities have been thriving on these superfoods for over 65,000 years. This is something that should be celebrated and shared. 

Cheers to our amazing community for supporting Bush Tucker Blends. Here’s to a happy, healthy future 🙌",03-10-2024,0,,,0,31,1,https://www.instagram.com/p/DAp3EL8sM-J/,
bush tucker blends,"Did you know that damage to your gut and microbiome often results in skin problems like acne, eczema, dermatitis or psoriasis? 👎

Our Inside & Out Bundle provides the ultimate opportunity to work on your beauty and gut not just superficially but from a deep cellular level ✨",30-09-2024,0,,,0,8,0,https://www.instagram.com/p/DAhcdYQMsCE/,
bush tucker blends,"Here’s to a restful weekend full of life’s REAL luxuries 🫶🏽 Prioritise calming your nervous system to help your body heal, detox and rebalance 💛 

*Sound on for a moment of calm from our beautiful ocean 🌊",27-09-2024,0,,,0,76,1,https://www.instagram.com/p/DAb0mv6Mqff/,
bush tucker blends,"100x more Vitamin C than an orange? 👀 Yes that’s right, our wild-harvested Kakadu Plum contains the world’s highest source of natural vitamin C having 100 times more than an orange 🍊 15 times more antioxidants than a blueberry 🫐 and is an excellent source of polyphenols, zinc, copper, magnesium, manganese, riboflavin and more 🙌",26-09-2024,0,,,0,18,1,https://www.instagram.com/p/DAXvizRzg6S/,
bush tucker blends,"Collagen Protein Peptides are back in stock 📣 

Our Grass-fed Australian Bovine Collagen Peptides contain the world’s highest source of naturally occurring protein with a 95%+ protein content per serve 🙌

With 18 amino acids this is nature’s secret to gut repair, tendon repair, ligament repair, glowing skin, luscious hair & strong, healthy nails ✨ and it’s perfect for the entire family, including pregnant and breastfeeding women.",24-09-2024,0,,,0,28,0,https://www.instagram.com/p/DASgKt1Mbsv/,
bush tucker blends,"Bored of taking your supplements with just water? 👀 Try adding them into a mocktail for the perfect wind-down before the week ahead ✨ 

📷 @jaimee.a_",22-09-2024,0,,,0,22,0,https://www.instagram.com/p/DANV1DJMaG1/,
bush tucker blends,"Super easy (and nourishing) gluten & refined sugar free banana pancakes. 🥞 For extra benefit, add in @bushtuckerblend’s Banana Biotic powder - just pure QLD grown green banana prebiotic fibre. Green banana is filled with magnesium, potassium and zinc, plus it’s great for your healthy gut bacteria. Happy tastebuds, happy gut! 

You can use my discount code for 10% off @bushtuckerblends products: NOURISHEDBYSOPH

🍌 2 tsp Banana Biotic Powder by @bushtuckerblends
🍌 3 ripe bananas
🍌 2 eggs
🍌 1 tsp vanilla 
🍌 1 tbsp honey + a bit extra
🍌 1/4 cup cassava flour
🍌 1/4 tsp baking powder 
🍌 1/2-1 tsp cinnamon 
🍌 1/4 cup cacao nibs 
🍌 Pinch of salt
🍌 1-2 tbsp butter, ghee or coconut oil 

1. In a large mixing bowl, mash 2 bananas before whisking in the eggs, vanilla and honey.
2. Add in the dry ingredients: banana biotic powder, cassava flour, cinnamon, baking powder, salt and cacao nibs. Mix well.
3. In a frying pan, heat a tablespoon of butter on a low to medium heat. Place several scoops in to form your pancakes - whatever size you prefer. 
4. Let them cook for about 3-5 minutes before flipping and cooking for a further 1-2 minutes. They don’t take too long! Ensure your pan doesn’t get too hot.
5. When you’ve cooked all the pancakes, dice up a banana and place that in the pan with some more butter. Drizzle over honey and fry the banana on each side until caramelised
6. Top your stack of pancakes with yogurt, the caramelised bananas, hemp seeds and more cacao nibs (a bit more graceful than I did!) 

P.S. Sorry, but the cheesy song had to be added - it was the most appropriate tune… 💛",19-09-2024,1,19-09-2024,10%,0,34,5,https://www.instagram.com/p/DAFi5qZJRhL/,
bush tucker blends,"SMOOTHIE SEASON IS BACK!

But let’s be real - everyone seems to be either sick or recovering from something right now… 🥲

So, it’s super important to keep supporting your immune system, even as the weather warms up! 

I’ve been loving the @bushtuckerblends True Blue Immunity powder lately.

It’s plant-based, gluten-free, dairy-free, and free from additives and preservatives. Plus, it’s loaded with vitamin A, C, zinc, and vitamin D!

What really impresses me is how much goodness is packed into just one teaspoon - and it’s suitable for the whole family! 

As a naturopath, I love using food as medicine, and Bush Tucker Blends makes that so easy. Plus, it supports Aussie farmers and Indigenous businesses, which I’m all about!

Have you tried any of their products? Use “THEPILLARS” at checkout for a discount! 💸",17-09-2024,0,,,0,-1,5,https://www.instagram.com/p/DAAxPw1Tyms/,
bush tucker blends,"Here’s why you’ll love our Sweet Dreams blend 💤

• Reduces anxiety by calming your nervous system with sedative herbs and ocean magnesium
• Keeps you asleep for longer
• Tastes like a delicious hot chocolate
• No drowsy feelings next day 

📷 @kendallbaggerly 💜",16-09-2024,0,,,0,17,2,https://www.instagram.com/p/C__ezMsM5tV/,
bush tucker blends,"Ideally, a balanced diet would provide all the nutrients you need. However, modern practices and environmental changes have significantly reduced the nutrient density of our food 🥦 Even if you eat a nutritious diet, you may still be missing out on essential vitamins and minerals 🌱

This is why it is so important to supplement with 100% natural, whole food blends like ours, to help you maintain and optimise your health 🙌",14-09-2024,0,,,0,12,0,https://www.instagram.com/p/C_6b7wlsX2u/,
bush tucker blends,"Where do we source our ingredients? 👀 🌱
We only use 100% natural ingredients with a strong emphasis on Australian Natives, sourced from Indigenous owned companies wherever possible, demanding a transparent and entirely traceable process from start to finish 🙌",12-09-2024,0,,,0,23,2,https://www.instagram.com/p/C_1GUosTWuC/,
bush tucker blends,"Stacked with Kakadu Plum, Desert Lime, Centipeda, and Emu Apple, this ultimate greens blend packs in a variety of 12 fruits and vegetables per scoop 🍏🥦🌱 & has a rich source of plant based alkalising minerals to rebalance acidity created by stress, sugar, processed foods, alcohol and an unbalanced lifestyle 🫑🥝🫛",10-09-2024,0,,,0,15,0,https://www.instagram.com/p/C_uuqj8smrh/,
bush tucker blends,"Can you give Bush Tucker Blends to your kids? We get asked this question a lot and the answer is YES 🙌 

Children 1 - 4 years - Take 1/4 teaspoon (1g) daily
Children 5 - 11 years - Take 1/2 teaspoon (2g) daily

Try adding our blends to their smoothies, gummies, porridge or juice 🌱

* We do not recommend our Sweet Dreams blend for kids up until the age of 12.",07-09-2024,0,,,0,19,0,https://www.instagram.com/p/C_oWTsjz2lX/,
bush tucker blends,"Take your supplements in nature 🌱 and enjoy nourishing your body with whole food ingredients that actually work 🙌 

📷 @jaimee.a_",04-09-2024,0,,,0,21,2,https://www.instagram.com/p/C_gcSu0MRkd/,
bush tucker blends,Hello September and hello spring 🙌 Set your intentions for the month ahead and start implementing these healthy micro habits to help boost your overall health & wellbeing 💛🌱,02-09-2024,0,,,0,49,3,https://www.instagram.com/p/C_bcS_SME5R/,
bush tucker blends,"Here’s to the dads who make life an adventure! 💛

Whether you’re sharing stories, cracking jokes, or showing us the ropes, you keep things fun and real. Today, we celebrate your endless Dad energy and all the laughs along the way.

Thanks for being awesome, Dads! 🙌 

Psst…if you’ve signed up to our mailing list, check your inbox 👀",31-08-2024,0,,,0,12,2,https://www.instagram.com/p/C_Wd-6_z9my/,
bush tucker blends,"Looking for an easy way to get your daily vitamins & minerals? Our capsules can be taken any time, any where and they’re perfect for the whole family 🌱🙌",29-08-2024,0,,,0,11,0,https://www.instagram.com/p/C_RVUHmMhQe/,
bush tucker blends,"YES 🙌 All our blends have been formulated to work synergistically together so you can mix them however you like! 

Try adding a combo of blends to your smoothie, porridge, homemade gummies or even your soup…the list is endless 🧡

Let us know how you enjoy taking your blends 👇",27-08-2024,0,,,0,15,6,https://www.instagram.com/p/C_L58K-sqps/,
bush tucker blends,"Berry @bushtuckerblends gummies: filled with collagen to support your hair, skin & nails, along with beautiful and powerful Australian native ingredients. Mix it with gelatin (which is fabulous for your gut and skin health, too) for a natural treat to snack on instead of lollies! I love having a big batch in my fridge to eat before I workout or when I’m feeling like a little sweet treat.

🍓 5 tsp You Beauty blend 
🍓 1 cup of frozen berries (anything works, but I used strawberries & raspberries) 
🍓 1 + 1/4 cup of spring water
🍓 3 tsp honey
🍓 4 tbsp grass-fed, flavourless gelatin 

1. Blend the You Beauty, berries, 3/4 cup of water and honey. 
2. To bloom the gelatin, mix it in a bowl with 1/2 cup of water. 
3. Heat a small saucepan on the stove on a low heat and add in the berry mixture. When it starts to warm slightly, add in the bloomed gelatin. Whisk until it has dissolved.
4. Pour the gummy mixture into a lined tray (or silicone moulds) and set in the fridge for 2-3 hours. Slice them up into cubes and store in an air-tight glass container or jar. 

Oh and P.S., if you want to try Bush Tucker Blends for yourself, use my code for 10% off: NOURISHEDBYSOPH
🩷",25-08-2024,1,25-08-2024,10%,0,49,8,https://www.instagram.com/p/C_FSW-tprtZ/,
bush tucker blends,"Our Biohacker Bundle is for the individual, couple or family that wants to nourish their health from multiple angles 🌱 

It combines our gut blend being the foundation of all health, our immunity blend so you can continue to live life to the fullest, our greens blend so you can nourish every cell in your body and our beauty blend so you can look your best 🙌 

Video by @thepillars.naturopathy 💛",24-08-2024,0,,,0,16,2,https://www.instagram.com/p/C_ER7jRs_0R/,
bush tucker blends,"Banana bread but through a straw 🤤 don’t mind son’s nap hair. 

My big baby lives off hot chips and anything that tastes like cake (anyone else’s toddlers don’t wanna eat anything nutritious??) so hiding goodies like @bushtuckerblends Banana Prebiotic Gut Health powder in everything makes me feel like a gut health chef yummy mummy guru.

Link in my bio for a sweet discount on the goods, this stuff saved me post-cesarean 🫡

Measured with the heart:
Frozen banana
Strawberries
Cinnamon
Honey
Chia seeds
Milk (“susu”)
@bushtuckerblends Banana Prebiotic Powder
Cuddles

So delish and furious I had to share xx

#guthealthy #toddlermealideas ad",23-08-2024,0,,,0,276,10,https://www.instagram.com/p/C_B9n-jBtcd/,
bush tucker blends,"Kickstart your energy, nourish your cells, strengthen your immunity and rebalance your alkalinity with the world’s first potent Australian Native greens blend 🌱

Stacked with Kakadu Plum, Desert Lime, Centipeda, and Emu Apple 🍏 this ultimate greens blend packs in a variety of 12 fruits and vegetables per scoop & has a rich source of plant based alkalising minerals to rebalance acidity created by stress, sugar, processed foods, alcohol and an unbalanced lifestyle 🙌",22-08-2024,0,,,0,12,1,https://www.instagram.com/p/C-890G-sJPD/,
bush tucker blends,"Our G’Day Gut blend is packed with Australian Native ingredients, natural digestive enzymes, prebiotics, probiotics and postbiotics 🦠

These ingredients work synergistically together to offset imbalances in the gut created by everyday stressors, sugar, antibiotic use, bacterial overgrowth, processed foods, alcohol and an unbalanced lifestyle by supporting diversity within your microbiome and nurturing a healthy gut. 

It’s your key to a thriving gut and overall well-being 🧠💩",18-08-2024,0,,,0,13,3,https://www.instagram.com/p/C-0wqSZvrDJ/,
bush tucker blends,"This is why we ensure that our products feature a superior nutrient profile with over 200 macro and micro nutrients per serve, across our entire range, ensuring that each supplement not only meets but exceeds health and wellness standards 🙌💛",15-08-2024,0,,,0,25,3,https://www.instagram.com/p/C-sB3EFsRqi/,
bush tucker blends,"Our Grass-fed Australian Hydrolysed Bovine Collagen Peptides contain the world’s highest source of naturally occurring protein with a 95%+ protein content per serve 🙌

This is not like any other collagen protein as it’s grass-fed, antibiotic, hormone and glyphosate-free. It’s packed with 18 amino acids to help with building blocks for muscle but is nature’s secret to gut repair, tendon repair, ligament repair, glowing skin, luscious hair & strong, healthy nails. 

This is perfect for the entire family, including pregnant and breastfeeding women ✨

*Free with any bundle purchase! Limited time offer.",13-08-2024,0,,,0,19,7,https://www.instagram.com/p/C-mxGDaM9X7/,
bush tucker blends,"Our whole food supplements are designed for your whole family 💛 Whether you’re boosting immunity, increasing your intake of greens, supporting your gut, collagen or protein, our blends are going to support you and help boost your wellbeing 🌱",11-08-2024,0,,,0,18,2,https://www.instagram.com/p/C-hiVerTn-f/,
bush tucker blends,"Today’s reminder to take a deep breath and slow down 💛 Life can be hectic but it is important to take time each day to just pause, re-centre your self and calm your nervous system.",07-08-2024,0,,,0,34,3,https://www.instagram.com/p/C-YauxYMBjh/,
bush tucker blends,"This is exactly why we consciously and carefully hand-select plant and other whole-food ingredients that are potent, pure, and therefore energetically charged. 

We strive to select ingredients that use wild harvested, ethical, and sustainable farming techniques too 🙌🏽",05-08-2024,0,,,0,9,2,https://www.instagram.com/p/C-R_KDvs6sE/,
bush tucker blends,"Struggling to achieve a deep, interrupted sleep? 😴
Try our Sweet Dreams cacao blend - packed with sedative herbs to help calm your nervous system 💜 

📷 By the wonderful @jaimee.a_",01-08-2024,0,,,0,18,1,https://www.instagram.com/p/C-JJlqOM-GK/,
bush tucker blends,"Bush Tucker on the road with @adamjames.music 🙌🏽 

There’s nothing better than seeing people incorporate our blends into their daily routine 💛 Cheers Adam!",31-07-2024,0,,,0,28,3,https://www.instagram.com/p/C-EWQJqsaJ-/,
bush tucker blends,"We have put years of research into prioritising the effectiveness of our supplements! Harnessing the power of Australian native ingredients is something we are super passionate about, so reviews like these make us very happy 😊🙌🏽 

Start your journey to optimal health with Bush Tucker Blends 🌱",29-07-2024,0,,,0,14,2,https://www.instagram.com/p/C9_oQRJTLrC/,
bush tucker blends,"Here’s to a nature-filled, relaxing weekend 🙌🏽

Have a good one Bush Tucker fam 💛 Thank you all for your ongoing love and support 🙏🏽",26-07-2024,0,,,0,22,1,https://www.instagram.com/p/C95recnzT0Q/,
bush tucker blends,"“I have tried many things in the past but l am always hopeful. A week into G’day Gut I realised I was sleeping so much better and I have gone from around 4 to 6 hot flushes in the night to I. These hot flushes would wake me up and I’d find it hard to get back to sleep. I’m so grateful.” - Kathryn 🙌🏽 

Shop our best-selling G’Day Gut blend through the link in our bio ⭐️",24-07-2024,0,,,0,12,2,https://www.instagram.com/p/C90rJuqMtYg/,
bush tucker blends,"Why take our Nature’s Plant protein?👇🏽

🌱 23g of protein per serve
🌱 family friendly 
🌱 brain fuel using coconut mct’s 
🌱 promotes muscle recovery & nervous system nourishment with ocean magnesium
🌱 stay fuller for longer with coconut mct’s
🌱 no bloating with digestive enzymes and bio-fermented proteins",23-07-2024,0,,,0,24,1,https://www.instagram.com/p/C9wIvFfMfkp/,
bush tucker blends,"Start supplementing with whole foods and invest in your health 🙌🏽 

Grab any bundle and receive a free Collagen Protein Peptides worth $49.95 🌸 Limited time offer!",21-07-2024,0,,,0,24,0,https://www.instagram.com/p/C9qn350MItF/,
bush tucker blends,You deserve a life that feels good for your nervous system. Do whatever it takes to get there. 🤍,18-07-2024,0,,,0,18,0,https://www.instagram.com/p/C9kFs6Rs0om/,
bush tucker blends,"FREE Collagen Protein Peptides with any bundle purchase 🙌🏽 

Our Grass-fed Australian Hydrolysed Bovine Collagen Peptides contain the world’s highest source of naturally occurring protein with a 95%+ protein content per serve - benefits include 👇🏽 

• phenomenal muscle building superfood
• huge improvements in gut lining repair
• boosts collagen in your skin leaving you glowing
• promotes luscious healthy hair growth
• strengthens nails
• helps with ligament and tendon healing

Get yours through the link in our bio 💛",16-07-2024,0,,,0,22,0,https://www.instagram.com/p/C9etBqetzvY/,
bush tucker blends,"Good health starts in the gut 💛 Try our best-selling G’Day Gut blend, available as a powder or capsules - we guarantee you’ll feel satisfied with the benefits of our products after trying for 30 days, or your money back 🙌🏽",15-07-2024,0,,,0,11,1,https://www.instagram.com/p/C9crJgBN13A/,
